performance_id,campaign_id,date,platform,impressions,clicks,click_through_rate,views,view_rate,spend,cost_per_click,cost_per_thousand_impressions,conversions,conversion_rate,signups,subscriptions,revenue_generated
PERF0000002486,CMP000026,2024-12-04,Google Ads,430673,3785,0.88,0,0,18273.39,4.83,42.43,253,6.68,74,59,1005.47
PERF0000002487,CMP000083,2025-02-07,LinkedIn,375713,9572,2.55,0,0,9807.35,1.02,26.1,863,9.02,863,402,6160.2
PERF0000002488,CMP000016,2024-11-29,LinkedIn,445670,11834,2.66,345961,77.63,5996.65,0.51,13.46,1180,9.97,1180,706,15393.47
PERF0000002489,CMP000036,2024-11-25,Google Ads,75478,1874,2.48,0,0,8006.27,4.27,106.07,41,2.19,9,5,87.91
PERF0000002490,CMP000070,2025-04-10,Facebook,953345,47231,4.95,631685,66.26,230193.11,4.87,241.46,2826,5.98,2826,1855,29355.58
PERF0000002491,CMP000080,2025-02-06,Google Ads,54171,913,1.69,0,0,2314.94,2.54,42.73,15,1.64,1,0,0.0
PERF0000002492,CMP000016,2024-11-18,TikTok,38208,1324,3.47,15498,40.56,5290.56,4.0,138.47,55,4.15,55,26,543.67
PERF0000002493,CMP000047,2025-04-22,TikTok,156918,7020,4.47,76646,48.84,5169.94,0.74,32.95,417,5.94,62,49,700.92
PERF0000002494,CMP000009,2025-02-21,Twitter,390385,10780,2.76,0,0,23891.34,2.22,61.2,701,6.5,117,85,952.11
PERF0000002495,CMP000024,2025-04-14,Programmatic,201937,5304,2.63,0,0,8922.32,1.68,44.18,97,1.83,21,10,219.72
PERF0000002496,CMP000071,2025-05-18,Google Ads,197590,7847,3.97,92326,46.73,6167.4,0.79,31.21,588,7.49,83,72,1623.57
PERF0000002497,CMP000100,2024-09-01,TikTok,463754,8687,1.87,0,0,23150.86,2.67,49.92,228,2.62,64,37,333.04
PERF0000002498,CMP000061,2025-06-26,YouTube,127382,847,0.66,0,0,3949.71,4.66,31.01,29,3.42,29,17,318.42
PERF0000002499,CMP000048,2025-03-11,Programmatic,158307,3088,1.95,0,0,4295.03,1.39,27.13,130,4.21,15,11,189.5
PERF0000002500,CMP000068,2025-05-26,Programmatic,314144,8041,2.56,0,0,11751.55,1.46,37.41,177,2.2,42,25,428.86
PERF0000002501,CMP000037,2024-08-29,Programmatic,529618,19079,3.6,271409,51.25,53654.87,2.81,101.31,279,1.46,279,142,2020.04
PERF0000002502,CMP000007,2024-09-02,Facebook,384105,8610,2.24,0,0,22919.0,2.66,59.67,274,3.18,44,32,433.09
PERF0000002503,CMP000009,2025-02-11,YouTube,232087,3953,1.7,0,0,9315.2,2.36,40.14,264,6.68,76,38,766.39
PERF0000002504,CMP000010,2024-12-20,Programmatic,56022,343,0.61,0,0,1207.79,3.52,21.56,22,6.41,3,1,13.62
PERF0000002505,CMP000059,2025-02-13,Google Ads,218147,4593,2.11,0,0,15766.12,3.43,72.27,46,1.0,12,9,163.63
PERF0000002506,CMP000032,2025-05-31,Facebook,200185,5715,2.85,0,0,7466.23,1.31,37.3,439,7.68,44,22,254.66
PERF0000002507,CMP000007,2024-09-06,LinkedIn,463373,6200,1.34,0,0,21152.19,3.41,45.65,587,9.47,165,83,1125.49
PERF0000002508,CMP000018,2024-10-11,TikTok,393445,2907,0.74,0,0,5237.67,1.8,13.31,69,2.37,12,8,83.47
PERF0000002509,CMP000010,2024-12-11,Twitter,392205,7734,1.97,0,0,8797.45,1.14,22.43,143,1.85,38,25,312.2
PERF0000002510,CMP000095,2024-08-31,Instagram,72488,608,0.84,0,0,677.82,1.11,9.35,8,1.32,2,1,22.67
PERF0000002511,CMP000017,2025-03-21,Instagram,59483,1480,2.49,22003,36.99,923.36,0.62,15.52,142,9.59,35,28,585.05
PERF0000002512,CMP000015,2025-02-11,YouTube,278462,8734,3.14,112648,40.45,27000.66,3.09,96.96,238,2.72,54,34,551.76
PERF0000002513,CMP000015,2025-02-12,YouTube,176014,3472,1.97,105406,59.89,6978.4,2.01,39.65,303,8.73,71,44,528.97
PERF0000002514,CMP000024,2025-04-15,LinkedIn,161448,3925,2.43,0,0,7225.03,1.84,44.75,195,4.97,50,28,480.51
PERF0000002515,CMP000056,2025-03-05,YouTube,145311,1358,0.93,0,0,1012.1,0.75,6.97,112,8.25,32,19,370.4
PERF0000002516,CMP000082,2025-06-10,Programmatic,332733,9191,2.76,0,0,38549.37,4.19,115.86,320,3.48,68,51,715.9
PERF0000002517,CMP000080,2025-01-29,YouTube,191757,2899,1.51,0,0,11551.9,3.98,60.24,116,4.0,15,9,201.85
PERF0000002518,CMP000048,2025-03-16,Twitter,300027,7853,2.62,0,0,13379.94,1.7,44.6,618,7.87,110,61,1220.94
PERF0000002519,CMP000082,2025-06-05,Google Ads,329842,9203,2.79,0,0,21849.77,2.37,66.24,179,1.95,34,30,361.75
PERF0000002520,CMP000052,2025-01-23,Twitter,88494,1080,1.22,0,0,2685.84,2.49,30.35,107,9.91,16,12,180.84
PERF0000002521,CMP000041,2024-11-21,YouTube,182242,1860,1.02,0,0,5789.29,3.11,31.77,134,7.2,38,20,357.26
PERF0000002522,CMP000099,2025-02-27,Twitter,397134,4466,1.12,0,0,8053.82,1.8,20.28,397,8.89,397,231,5277.98
PERF0000002523,CMP000064,2025-04-03,Instagram,161138,1221,0.76,0,0,3219.4,2.64,19.98,29,2.38,5,3,66.2
PERF0000002524,CMP000026,2024-12-03,YouTube,174859,2060,1.18,0,0,9745.53,4.73,55.73,73,3.54,15,10,149.98
PERF0000002525,CMP000086,2024-08-06,Google Ads,443018,18337,4.14,220024,49.66,53595.38,2.92,120.98,671,3.66,671,327,5864.69
PERF0000002526,CMP000079,2024-11-19,Facebook,222726,1649,0.74,0,0,7209.43,4.37,32.37,116,7.03,23,12,258.57
PERF0000002527,CMP000066,2025-03-05,YouTube,369190,6109,1.65,0,0,3857.96,0.63,10.45,73,1.19,73,45,703.16
PERF0000002528,CMP000049,2025-01-13,Programmatic,367352,3361,0.91,0,0,14235.31,4.24,38.75,34,1.01,4,2,29.84
PERF0000002529,CMP000062,2024-08-17,Google Ads,296468,8124,2.74,0,0,18195.23,2.24,61.37,282,3.47,39,21,224.8
PERF0000002530,CMP000037,2024-09-03,YouTube,630917,25696,4.07,436278,69.15,63959.84,2.49,101.38,682,2.65,682,379,7855.38
PERF0000002531,CMP000096,2024-10-14,Instagram,208738,5439,2.61,0,0,9977.41,1.83,47.8,421,7.74,59,48,833.27
PERF0000002532,CMP000059,2025-01-22,TikTok,10949,113,1.03,0,0,473.81,4.19,43.27,3,2.65,0,0,0.0
PERF0000002533,CMP000024,2025-04-19,LinkedIn,373320,10369,2.78,0,0,38714.98,3.73,103.7,632,6.1,74,49,1119.36
PERF0000002534,CMP000004,2024-11-13,YouTube,119531,1579,1.32,0,0,5053.39,3.2,42.28,20,1.27,5,2,27.78
PERF0000002535,CMP000099,2025-02-27,Google Ads,64553,970,1.5,0,0,3620.88,3.73,56.09,59,6.08,59,24,412.35
PERF0000002536,CMP000098,2025-02-23,Facebook,107072,1141,1.07,0,0,1967.98,1.72,18.38,39,3.42,7,5,103.28
PERF0000002537,CMP000085,2025-03-05,YouTube,364478,4315,1.18,0,0,17585.98,4.08,48.25,152,3.52,40,28,522.73
PERF0000002538,CMP000012,2025-02-07,Google Ads,42307,1126,2.66,0,0,3064.19,2.72,72.43,33,2.93,3,1,16.61
PERF0000002539,CMP000014,2025-02-26,Google Ads,153334,2983,1.95,0,0,11027.25,3.7,71.92,207,6.94,24,12,250.41
PERF0000002540,CMP000084,2024-11-27,Instagram,473520,13162,2.78,0,0,15496.28,1.18,32.73,797,6.06,220,185,4061.05
PERF0000002541,CMP000052,2025-01-25,Google Ads,397162,11565,2.91,0,0,51380.63,4.44,129.37,742,6.42,110,61,1363.77
PERF0000002542,CMP000099,2025-02-15,TikTok,268163,7343,2.74,0,0,34551.81,4.71,128.85,273,3.72,273,110,1229.04
PERF0000002543,CMP000008,2024-08-17,Twitter,108537,745,0.69,0,0,578.29,0.78,5.33,39,5.23,11,5,103.56
PERF0000002544,CMP000076,2025-02-07,YouTube,487754,9066,1.86,0,0,6930.26,0.76,14.21,354,3.9,354,174,3647.56
PERF0000002545,CMP000012,2025-02-09,Programmatic,65820,663,1.01,0,0,734.96,1.11,11.17,48,7.24,10,6,125.14
PERF0000002546,CMP000003,2024-09-21,TikTok,480116,7969,1.66,0,0,35091.04,4.4,73.09,195,2.45,55,39,708.35
PERF0000002547,CMP000038,2025-05-04,Facebook,74478,1937,2.6,0,0,4972.66,2.57,66.77,129,6.66,21,18,397.16
PERF0000002548,CMP000010,2024-12-27,YouTube,233662,3951,1.69,0,0,11044.4,2.8,47.27,214,5.42,34,22,384.18
PERF0000002549,CMP000031,2024-11-11,Facebook,24665,689,2.79,0,0,1892.63,2.75,76.73,45,6.53,5,4,42.8
PERF0000002550,CMP000074,2024-09-18,Instagram,135811,2856,2.1,0,0,2957.01,1.04,21.77,101,3.54,101,32,605.75
PERF0000002551,CMP000011,2024-08-24,Twitter,238374,5544,2.33,120493,50.55,19323.99,3.49,81.07,537,9.69,73,38,633.09
PERF0000002552,CMP000045,2025-01-18,Instagram,174436,1637,0.94,0,0,5650.84,3.45,32.39,125,7.64,34,17,303.48
PERF0000002553,CMP000037,2024-09-06,Facebook,989618,37905,3.83,585729,59.19,120820.22,3.19,122.09,2472,6.52,2472,1256,27379.07
PERF0000002554,CMP000046,2025-06-11,LinkedIn,321936,3881,1.21,0,0,11898.99,3.07,36.96,370,9.53,53,27,382.3
PERF0000002555,CMP000076,2025-02-24,Twitter,231852,3775,1.63,0,0,17840.12,4.73,76.95,349,9.25,349,133,1873.55
PERF0000002556,CMP000065,2025-02-24,Instagram,451555,13439,2.98,0,0,33827.94,2.52,74.91,1010,7.52,193,126,1367.83
PERF0000002557,CMP000084,2024-11-10,LinkedIn,197391,1114,0.56,0,0,2475.88,2.22,12.54,11,0.99,1,0,0.0
PERF0000002558,CMP000084,2024-11-28,TikTok,63317,1644,2.6,0,0,859.68,0.52,13.58,137,8.33,27,23,342.33
PERF0000002559,CMP000024,2025-04-07,Google Ads,417852,9406,2.25,0,0,23541.89,2.5,56.34,778,8.27,214,107,1917.91
PERF0000002560,CMP000053,2024-12-16,Google Ads,357487,4217,1.18,0,0,20553.58,4.87,57.49,330,7.83,65,46,418.5
PERF0000002561,CMP000053,2024-12-08,YouTube,267931,6163,2.3,0,0,6457.07,1.05,24.1,544,8.83,126,70,769.27
PERF0000002562,CMP000019,2024-09-06,Instagram,296538,2631,0.89,0,0,1471.44,0.56,4.96,92,3.5,15,8,93.49
PERF0000002563,CMP000078,2025-06-10,TikTok,21750,109,0.5,0,0,99.76,0.92,4.59,8,7.34,1,0,0.0
PERF0000002564,CMP000030,2024-08-22,Facebook,748754,10945,1.46,316825,42.31,38324.6,3.5,51.18,923,8.43,266,166,2232.96
PERF0000002565,CMP000100,2024-09-22,Programmatic,491353,4245,0.86,0,0,16757.76,3.95,34.11,245,5.77,30,24,481.72
PERF0000002566,CMP000056,2025-03-01,Facebook,340311,7658,2.25,0,0,26742.28,3.49,78.58,735,9.6,155,80,1569.47
PERF0000002567,CMP000068,2025-05-17,Google Ads,71912,2025,2.82,0,0,1169.18,0.58,16.26,33,1.63,9,4,52.07
PERF0000002568,CMP000092,2024-11-23,Twitter,132184,1656,1.25,0,0,5398.05,3.26,40.84,146,8.82,18,14,275.01
PERF0000002569,CMP000013,2025-06-15,TikTok,155948,2610,1.67,0,0,6120.34,2.34,39.25,132,5.06,32,24,400.76
PERF0000002570,CMP000023,2025-05-06,YouTube,16834,246,1.46,0,0,959.9,3.9,57.02,13,5.28,3,2,45.09
PERF0000002571,CMP000087,2024-10-14,Programmatic,297715,5844,1.96,0,0,5957.02,1.02,20.01,135,2.31,135,52,948.44
PERF0000002572,CMP000093,2024-08-01,Programmatic,136376,3856,2.83,0,0,17611.77,4.57,129.14,323,8.38,58,42,565.11
PERF0000002573,CMP000043,2025-05-13,Twitter,185607,5173,2.79,0,0,20842.61,4.03,112.29,327,6.32,52,41,681.27
PERF0000002574,CMP000036,2024-11-25,Google Ads,442316,6845,1.55,0,0,33139.18,4.84,74.92,417,6.09,45,27,580.61
PERF0000002575,CMP000067,2025-01-01,LinkedIn,25490,639,2.51,16923,66.39,1436.65,2.25,56.36,30,4.69,4,2,25.63
PERF0000002576,CMP000057,2025-03-24,Google Ads,48512,726,1.5,0,0,833.13,1.15,17.17,34,4.68,9,6,100.99
PERF0000002577,CMP000039,2025-05-22,Google Ads,78407,1093,1.39,0,0,3669.84,3.36,46.81,61,5.58,61,23,439.54
PERF0000002578,CMP000079,2024-11-19,Instagram,340621,6922,2.03,0,0,15851.13,2.29,46.54,237,3.42,45,37,777.94
PERF0000002579,CMP000024,2025-04-09,Google Ads,283661,3418,1.2,0,0,4541.96,1.33,16.01,263,7.69,73,41,541.64
PERF0000002580,CMP000001,2024-08-03,Google Ads,148605,1040,0.7,0,0,3840.17,3.69,25.84,39,3.75,9,5,110.91
PERF0000002581,CMP000051,2024-09-15,Facebook,176771,3246,1.84,0,0,6228.96,1.92,35.24,114,3.51,33,28,402.32
PERF0000002582,CMP000064,2025-03-23,LinkedIn,12836,116,0.9,0,0,143.89,1.24,11.21,5,4.31,0,0,0.0
PERF0000002583,CMP000019,2024-09-20,Twitter,359238,7182,2.0,0,0,15188.23,2.11,42.28,673,9.37,181,113,1866.7
PERF0000002584,CMP000018,2024-10-22,LinkedIn,123677,760,0.61,0,0,449.27,0.59,3.63,64,8.42,14,9,194.92
PERF0000002585,CMP000089,2024-11-30,Facebook,237061,2121,0.89,0,0,5693.14,2.68,24.02,202,9.52,44,36,336.97
PERF0000002586,CMP000012,2025-01-28,Programmatic,288940,8145,2.82,0,0,10553.89,1.3,36.53,168,2.06,39,28,604.46
PERF0000002587,CMP000049,2025-01-31,YouTube,253952,6719,2.65,0,0,28582.34,4.25,112.55,306,4.55,90,74,1443.84
PERF0000002588,CMP000028,2025-06-02,YouTube,312426,2787,0.89,0,0,1959.85,0.7,6.27,161,5.78,46,29,335.8
PERF0000002589,CMP000006,2024-12-03,Facebook,357019,7006,1.96,0,0,6852.52,0.98,19.19,220,3.14,32,20,242.99
PERF0000002590,CMP000078,2025-06-07,Facebook,321514,2104,0.65,0,0,1602.42,0.76,4.98,25,1.19,6,4,60.06
PERF0000002591,CMP000049,2025-01-16,Instagram,446286,6030,1.35,0,0,22431.23,3.72,50.26,427,7.08,102,53,1025.52
PERF0000002592,CMP000046,2025-06-17,TikTok,6288,145,2.31,0,0,450.54,3.11,71.65,9,6.21,2,1,12.99
PERF0000002593,CMP000100,2024-09-03,YouTube,76678,1807,2.36,0,0,1577.14,0.87,20.57,80,4.43,18,12,239.23
PERF0000002594,CMP000099,2025-02-11,TikTok,178800,2578,1.44,0,0,6406.11,2.48,35.83,92,3.57,92,36,330.12
PERF0000002595,CMP000095,2024-08-18,TikTok,401852,5553,1.38,0,0,19710.69,3.55,49.05,405,7.29,48,25,382.73
PERF0000002596,CMP000064,2025-03-18,LinkedIn,378030,5935,1.57,0,0,4527.57,0.76,11.98,153,2.58,29,24,356.24
PERF0000002597,CMP000017,2025-03-16,Instagram,590674,7951,1.35,384024,65.01,15466.16,1.95,26.18,471,5.92,85,45,859.01
PERF0000002598,CMP000008,2024-08-15,Instagram,133925,901,0.67,0,0,912.22,1.01,6.81,47,5.22,9,7,65.29
PERF0000002599,CMP000081,2025-04-05,Programmatic,673340,18249,2.71,314887,46.76,20250.45,1.11,30.07,508,2.78,100,71,1220.55
PERF0000002600,CMP000010,2024-12-30,Instagram,203469,5182,2.55,0,0,14642.65,2.83,71.97,184,3.55,37,24,522.06
PERF0000002601,CMP000011,2024-07-28,TikTok,896888,14429,1.61,408787,45.58,8615.27,0.6,9.61,181,1.25,45,30,411.09
PERF0000002602,CMP000032,2025-05-20,Instagram,463071,5131,1.11,0,0,18665.61,3.64,40.31,146,2.85,22,14,254.97
PERF0000002603,CMP000065,2025-03-14,LinkedIn,204223,4148,2.03,0,0,4441.03,1.07,21.75,220,5.3,64,50,521.8
PERF0000002604,CMP000085,2025-02-25,YouTube,425189,9386,2.21,0,0,22125.67,2.36,52.04,575,6.13,158,100,1193.43
PERF0000002605,CMP000068,2025-05-14,Google Ads,54412,405,0.74,0,0,703.31,1.74,12.93,35,8.64,9,7,78.97
PERF0000002606,CMP000055,2025-01-29,TikTok,101463,1600,1.58,0,0,7033.75,4.4,69.32,142,8.88,38,24,486.4
PERF0000002607,CMP000063,2024-11-10,TikTok,170634,4876,2.86,0,0,7278.57,1.49,42.66,403,8.26,60,52,733.51
PERF0000002608,CMP000051,2024-09-06,LinkedIn,326700,5466,1.67,0,0,12835.79,2.35,39.29,314,5.74,63,46,516.41
PERF0000002609,CMP000036,2024-12-16,TikTok,376278,5339,1.42,0,0,5560.1,1.04,14.78,200,3.75,45,28,627.48
PERF0000002610,CMP000075,2025-02-06,LinkedIn,176437,2571,1.46,0,0,12031.36,4.68,68.19,224,8.71,28,21,443.5
PERF0000002611,CMP000099,2025-02-13,Programmatic,464179,7170,1.54,0,0,19465.51,2.71,41.94,457,6.37,457,179,2410.07
PERF0000002612,CMP000003,2024-10-06,Programmatic,311345,7609,2.44,0,0,12618.03,1.66,40.53,676,8.88,184,97,1653.6
PERF0000002613,CMP000039,2025-05-17,Twitter,477401,2439,0.51,0,0,2836.68,1.16,5.94,67,2.75,67,44,679.82
PERF0000002614,CMP000089,2024-12-10,Google Ads,155404,4315,2.78,0,0,21040.35,4.88,135.39,323,7.49,62,52,739.45
PERF0000002615,CMP000067,2024-12-22,Google Ads,491249,5388,1.1,203912,41.51,17507.44,3.25,35.64,118,2.19,18,12,249.15
PERF0000002616,CMP000019,2024-09-25,YouTube,106223,1712,1.61,0,0,6488.68,3.79,61.09,41,2.39,4,2,37.67
PERF0000002617,CMP000041,2024-11-02,LinkedIn,260977,3915,1.5,0,0,14815.52,3.78,56.77,43,1.1,5,3,55.15
PERF0000002618,CMP000067,2024-12-26,YouTube,14555,211,1.45,11559,79.42,944.18,4.47,64.87,17,8.06,1,0,0.0
PERF0000002619,CMP000093,2024-07-25,TikTok,268915,7516,2.79,0,0,8036.49,1.07,29.88,627,8.34,159,134,1586.5
PERF0000002620,CMP000097,2024-08-28,LinkedIn,450180,7330,1.63,0,0,22672.84,3.09,50.36,88,1.2,88,54,611.25
PERF0000002621,CMP000089,2024-11-28,LinkedIn,266496,6154,2.31,0,0,20748.94,3.37,77.86,447,7.26,78,65,1166.85
PERF0000002622,CMP000033,2025-03-16,TikTok,471958,7490,1.59,0,0,34618.15,4.62,73.35,164,2.19,164,86,1219.19
PERF0000002623,CMP000054,2024-11-11,Google Ads,129248,5775,4.47,48181,37.28,19042.15,3.3,147.33,454,7.86,53,38,456.08
PERF0000002624,CMP000007,2024-09-27,Google Ads,45603,351,0.77,0,0,699.58,1.99,15.34,15,4.27,2,1,16.42
PERF0000002625,CMP000089,2024-12-09,Google Ads,288583,7775,2.69,0,0,11470.59,1.48,39.75,444,5.71,89,67,1285.43
PERF0000002626,CMP000005,2024-12-19,TikTok,679051,8641,1.27,299409,44.09,14894.72,1.72,21.93,136,1.57,136,62,1333.05
PERF0000002627,CMP000044,2025-02-15,YouTube,442066,5859,1.33,0,0,16703.91,2.85,37.79,403,6.88,403,165,2974.98
PERF0000002628,CMP000062,2024-07-27,Programmatic,172624,2383,1.38,0,0,1727.02,0.72,10.0,32,1.34,7,3,43.91
PERF0000002629,CMP000041,2024-11-12,TikTok,239555,1856,0.77,0,0,7950.32,4.28,33.19,93,5.01,14,7,153.79
PERF0000002630,CMP000005,2024-12-14,Programmatic,838699,38979,4.65,294680,35.14,176908.52,4.54,210.93,2238,5.74,2238,1171,22056.93
PERF0000002631,CMP000062,2024-08-09,Facebook,233553,1713,0.73,0,0,3676.37,2.15,15.74,160,9.34,29,23,521.61
PERF0000002632,CMP000015,2025-01-20,Programmatic,876754,37932,4.33,455272,51.93,117822.15,3.11,134.38,2812,7.41,394,228,3370.64
PERF0000002633,CMP000061,2025-06-29,Google Ads,382181,4976,1.3,0,0,3116.85,0.63,8.16,484,9.73,484,249,3545.49
PERF0000002634,CMP000033,2025-03-08,Facebook,313314,4290,1.37,0,0,8460.61,1.97,27.0,315,7.34,315,163,2028.83
PERF0000002635,CMP000031,2024-11-01,Instagram,153000,1374,0.9,0,0,3161.31,2.3,20.66,31,2.26,6,4,62.95
PERF0000002636,CMP000072,2024-08-21,Facebook,362207,4801,1.33,0,0,19994.86,4.16,55.2,449,9.35,83,57,1205.9
PERF0000002637,CMP000001,2024-08-05,YouTube,8386,73,0.87,0,0,205.82,2.82,24.54,2,2.74,0,0,0.0
PERF0000002638,CMP000050,2024-11-01,YouTube,138717,1791,1.29,0,0,6037.23,3.37,43.52,148,8.26,35,19,204.27
PERF0000002639,CMP000067,2024-12-24,TikTok,457185,6519,1.43,191686,41.93,26839.13,4.12,58.71,339,5.2,46,39,642.81
PERF0000002640,CMP000073,2024-11-15,Programmatic,70568,1915,2.71,0,0,8216.62,4.29,116.44,129,6.74,32,18,379.81
PERF0000002641,CMP000022,2025-07-02,Programmatic,420948,7104,1.69,0,0,18125.59,2.55,43.06,548,7.71,137,75,1472.2
PERF0000002642,CMP000038,2025-05-06,Twitter,72251,1613,2.23,0,0,4295.89,2.66,59.46,89,5.52,15,7,121.98
PERF0000002643,CMP000002,2024-09-10,Facebook,81769,558,0.68,0,0,2356.3,4.22,28.82,41,7.35,6,3,55.33
PERF0000002644,CMP000063,2024-11-11,Google Ads,187871,4409,2.35,0,0,11795.96,2.68,62.79,370,8.39,86,76,783.19
PERF0000002645,CMP000080,2025-02-09,LinkedIn,495039,3964,0.8,0,0,12321.33,3.11,24.89,264,6.66,32,20,350.58
PERF0000002646,CMP000045,2025-02-01,LinkedIn,216097,5238,2.42,0,0,12205.79,2.33,56.48,71,1.36,15,11,179.59
PERF0000002647,CMP000031,2024-10-31,TikTok,413409,4816,1.16,0,0,2786.51,0.58,6.74,357,7.41,46,40,829.79
PERF0000002648,CMP000018,2024-10-27,LinkedIn,362643,8274,2.28,0,0,11444.97,1.38,31.56,424,5.12,59,45,484.68
PERF0000002649,CMP000012,2025-02-02,Facebook,403584,4624,1.15,0,0,22788.62,4.93,56.47,338,7.31,64,41,531.9
PERF0000002650,CMP000086,2024-07-26,LinkedIn,62500,2530,4.05,29205,46.73,10243.11,4.05,163.89,158,6.25,158,52,1155.21
PERF0000002651,CMP000005,2025-01-02,Facebook,55986,714,1.28,36638,65.44,3279.32,4.59,58.57,34,4.76,34,10,94.48
PERF0000002652,CMP000052,2025-01-07,YouTube,355971,4108,1.15,0,0,10718.88,2.61,30.11,165,4.02,31,22,460.78
PERF0000002653,CMP000029,2024-09-22,TikTok,271128,4747,1.75,0,0,6795.67,1.43,25.06,257,5.41,30,17,220.35
PERF0000002654,CMP000052,2025-01-11,Facebook,433973,4905,1.13,0,0,7804.33,1.59,17.98,444,9.05,89,59,1053.74
PERF0000002655,CMP000037,2024-09-12,YouTube,861771,13987,1.62,636243,73.83,12760.15,0.91,14.81,1392,9.95,1392,693,7575.83
PERF0000002656,CMP000085,2025-02-21,LinkedIn,196295,1699,0.87,0,0,4813.29,2.83,24.52,64,3.77,13,7,150.05
PERF0000002657,CMP000022,2025-06-25,Programmatic,356173,2925,0.82,0,0,1496.9,0.51,4.2,242,8.27,57,45,818.98
PERF0000002658,CMP000003,2024-10-04,LinkedIn,353164,2204,0.62,0,0,4119.0,1.87,11.66,170,7.71,43,26,448.22
PERF0000002659,CMP000072,2024-09-13,Twitter,151697,1549,1.02,0,0,1772.96,1.14,11.69,137,8.84,24,18,345.69
PERF0000002660,CMP000083,2025-02-11,YouTube,127930,1663,1.3,0,0,3980.62,2.39,31.12,114,6.86,114,44,764.1
PERF0000002661,CMP000098,2025-02-25,YouTube,430629,2291,0.53,0,0,10496.98,4.58,24.38,34,1.48,3,1,20.48
PERF0000002662,CMP000076,2025-02-11,Facebook,294954,4744,1.61,0,0,4804.78,1.01,16.29,48,1.01,48,32,670.1
PERF0000002663,CMP000069,2024-08-14,Google Ads,191917,5962,3.11,151844,79.12,9168.87,1.54,47.78,434,7.28,67,42,895.48
PERF0000002664,CMP000077,2025-01-08,Instagram,332676,7343,2.21,0,0,24212.58,3.3,72.78,225,3.06,64,50,892.85
PERF0000002665,CMP000054,2024-11-16,Facebook,264218,10783,4.08,131304,49.7,31292.84,2.9,118.44,731,6.78,147,121,1325.51
PERF0000002666,CMP000018,2024-10-27,LinkedIn,277584,1851,0.67,0,0,8030.98,4.34,28.93,162,8.75,34,27,580.71
PERF0000002667,CMP000033,2025-03-21,Programmatic,448969,2286,0.51,0,0,4717.55,2.06,10.51,170,7.44,170,56,1152.76
PERF0000002668,CMP000012,2025-01-16,Twitter,361977,6773,1.87,0,0,9850.71,1.45,27.21,543,8.02,80,67,1008.16
PERF0000002669,CMP000026,2024-11-29,Programmatic,329394,5796,1.76,0,0,28425.29,4.9,86.3,107,1.85,23,12,159.7
PERF0000002670,CMP000086,2024-08-01,YouTube,507413,25344,4.99,338304,66.67,53270.61,2.1,104.98,319,1.26,319,188,2757.49
PERF0000002671,CMP000063,2024-11-18,Programmatic,366800,9782,2.67,0,0,27300.51,2.79,74.43,519,5.31,142,78,1280.82
PERF0000002672,CMP000028,2025-06-12,YouTube,231724,4314,1.86,0,0,19746.19,4.58,85.21,302,7.0,31,24,348.99
PERF0000002673,CMP000100,2024-09-17,Instagram,246114,6917,2.81,0,0,8809.07,1.27,35.79,168,2.43,31,20,323.92
PERF0000002674,CMP000089,2024-11-27,Google Ads,303779,6829,2.25,0,0,9398.23,1.38,30.94,463,6.78,54,35,714.99
PERF0000002675,CMP000022,2025-06-07,Google Ads,248164,3048,1.23,0,0,9530.47,3.13,38.4,252,8.27,53,28,378.52
PERF0000002676,CMP000080,2025-01-29,Programmatic,248716,2190,0.88,0,0,4275.37,1.95,17.19,140,6.39,27,16,266.83
PERF0000002677,CMP000025,2024-08-25,Twitter,788097,24658,3.13,361377,45.85,114887.78,4.66,145.78,2284,9.26,658,405,8025.03
PERF0000002678,CMP000014,2025-03-14,LinkedIn,177837,3035,1.71,0,0,9475.89,3.12,53.28,186,6.13,54,30,671.75
PERF0000002679,CMP000046,2025-06-25,LinkedIn,188982,4731,2.5,0,0,13742.25,2.9,72.72,235,4.97,53,44,585.52
PERF0000002680,CMP000055,2025-01-18,Google Ads,462723,9850,2.13,0,0,39226.69,3.98,84.77,102,1.04,22,13,225.04
PERF0000002681,CMP000082,2025-05-25,Programmatic,299218,7744,2.59,0,0,20991.96,2.71,70.16,523,6.75,156,117,2104.34
PERF0000002682,CMP000100,2024-08-27,YouTube,14446,116,0.8,0,0,439.63,3.79,30.43,2,1.72,0,0,0.0
PERF0000002683,CMP000081,2025-03-11,Programmatic,298606,5027,1.68,202191,67.71,3032.84,0.6,10.16,349,6.94,76,42,484.1
PERF0000002684,CMP000030,2024-09-07,YouTube,437896,14971,3.42,311090,71.04,50196.95,3.35,114.63,170,1.14,22,11,219.39
PERF0000002685,CMP000064,2025-03-25,YouTube,15387,438,2.85,0,0,1820.21,4.16,118.3,35,7.99,9,6,89.51
PERF0000002686,CMP000034,2025-05-17,Programmatic,195568,2147,1.1,0,0,10205.46,4.75,52.18,163,7.59,25,12,243.79
PERF0000002687,CMP000064,2025-04-02,Facebook,427974,9008,2.1,0,0,15736.1,1.75,36.77,407,4.52,94,69,1490.96
PERF0000002688,CMP000087,2024-10-31,Programmatic,139066,868,0.62,0,0,1919.96,2.21,13.81,79,9.1,79,48,674.71
PERF0000002689,CMP000039,2025-05-12,Twitter,119750,1360,1.14,0,0,5114.27,3.76,42.71,47,3.46,47,26,560.0
